userId,tmdbId,rating
8,1542,5.0
8,603,5.0
8,620,3.5
8,745,4.5
8,11353,2.5
8,813,4.5
8,2280,3.5
8,850,3.5
8,11601,3.0
8,14,4.5
8,9377,5.0
8,550,4.0
8,497,4.5
8,98,5.0
8,10637,3.5
8,1597,4.0
8,146,4.0
8,107,4.5
8,711,3.5
8,1900,4.5
8,77,5.0
8,111,4.0
8,11371,2.5
8,585,3.5
8,671,3.5
8,161,4.5
8,194,4.0
8,120,3.5
8,453,3.5
8,11362,5.0
8,1894,3.5
8,180,4.5
8,4147,4.0
8,9533,4.0
8,12921,4.0
8,1430,3.0
8,121,4.0
8,640,3.5
8,12,4.0
8,9654,3.0
8,322,4.0
8,24,5.0
8,11329,3.0
8,616,3.5
8,122,4.0
8,38,4.0
8,393,4.0
8,11036,2.5
8,401,4.5
8,1653,4.0
8,747,3.0
8,187,3.5
8,1640,4.5
8,1895,4.5
8,272,4.5
8,9522,3.5
8,231,3.5
8,69,3.5
8,2800,2.0
8,13275,3.5
8,9754,3.0
8,6877,3.0
9,862,4.0
9,4584,4.0
9,16420,3.0
9,687,5.0
9,807,3.0
9,278,4.0
9,11971,4.0
9,1245,4.0
9,424,5.0
9,10445,5.0
9,274,4.0
9,275,5.0
9,9802,2.0
9,454,5.0
9,26561,3.0
9,7863,4.0
9,12498,4.0
9,10549,3.0
9,2058,2.0
9,686,4.0
9,10215,4.0
9,37165,5.0
9,489,4.0
9,597,3.0
9,2898,5.0
9,857,4.0
9,9454,4.0
9,11639,4.0
9,16384,4.0
9,881,3.0
9,2109,3.0
9,8195,4.0
9,162,4.0
9,8916,2.0
9,10377,4.0
9,10223,4.0
9,1934,4.0
9,8741,2.0
9,2112,3.0
9,13466,4.0
9,9535,2.0
9,603,5.0
9,1893,3.0
9,745,4.0
9,12105,4.0
10,629,5.0
10,34996,4.0
10,278,4.0
10,3049,3.0
10,2759,4.0
10,268,3.0
10,21588,4.0
10,562,3.0
10,500,3.0
10,744,2.0
10,2756,4.0
10,1891,4.0
10,2493,4.0
10,85,4.0
10,679,4.0
10,1892,4.0
10,525,3.0
10,218,4.0
10,89,4.0
10,12498,5.0
10,55146,4.0
10,66,3.0
10,9360,3.0
10,468,5.0
10,8078,3.0
10,489,4.0
10,10217,5.0
10,14342,2.0
10,544,5.0
10,2107,3.0
10,11893,5.0
10,9326,4.0
10,1371,2.0
10,9535,4.0
10,603,5.0
10,1911,5.0
10,2900,3.0
10,10307,3.0
10,11601,4.0
10,10398,3.0
10,6415,4.0
10,13824,2.0
10,11054,5.0
10,11377,2.0
10,9481,3.0
10,476,4.0
11,629,5.0
11,755,1.0
11,27793,4.0
11,9073,3.0
11,680,5.0
11,627,4.5
11,11543,3.5
11,15,5.0
11,8367,4.5
11,429,5.0
11,9361,5.0
11,944,3.0
11,11164,3.5
11,6396,4.5
11,745,3.0
11,925,3.0
11,1430,3.0
11,15292,5.0
11,8677,5.0
11,1422,5.0
11,11172,4.0
11,8848,4.5
11,11323,3.5
11,39452,4.5
11,27205,4.0
11,23168,4.5
11,44639,3.0
11,39312,4.0
11,44115,3.5
11,64690,4.0
11,70160,4.5
11,49026,4.5
11,66150,4.0
11,37724,4.0
11,82675,4.0
11,87827,4.0
11,49047,5.0
11,101299,5.0
12,628,3.0
12,14291,1.0
12,23210,3.0
12,275,2.0
12,2300,1.0
12,664,4.0
12,11867,3.0
12,433,1.0
12,12092,2.0
12,11561,3.0
12,2493,1.0
12,766,5.0
12,525,5.0
12,703,2.0
12,343,5.0
12,10644,1.0
12,154,1.0
12,578,4.0
12,2255,2.0
12,115,3.0
12,14347,2.0
12,9487,2.0
12,16337,4.0
12,871,1.0
12,17918,2.0
12,550,4.0
12,10402,2.0
12,1715,1.0
12,1213,3.0
12,10397,2.0
12,14181,4.0
12,25166,1.0
12,462,4.0
12,26689,4.0
12,24099,3.0
12,16094,2.0
12,37744,2.0
12,1788,1.0
12,36657,5.0
12,44490,3.0
12,2655,4.0
12,12599,1.0
12,93,3.0
12,10276,3.0
12,6282,5.0
12,5551,2.0
12,43079,2.0
12,2360,4.0
12,11856,2.0
12,10860,1.0
12,10393,3.0
12,8843,5.0
12,10643,3.0
12,23618,5.0
12,37137,2.0
12,3110,2.0
12,11694,3.0
12,11398,5.0
12,25128,3.0
12,18153,2.0
12,991,4.0
13,862,5.0
13,807,2.5
13,197,4.0
13,10510,4.0
13,680,3.5
13,278,4.5
13,13,5.0
13,10714,4.5
13,329,3.0
13,14534,3.5
13,424,4.0
13,11236,4.0
13,251,3.0
13,581,4.0
13,11113,4.0
13,630,3.5
13,8367,3.0
13,235,4.0
13,137,2.5
13,944,3.0
13,380,4.0
13,9487,4.0
13,603,3.0
13,4951,3.5
13,10386,4.0
13,745,3.0
13,850,3.0
13,226,3.0
13,9377,3.0
13,863,3.0
13,497,4.0
13,11287,3.5
13,11176,3.5
13,8584,3.0
13,808,4.0
13,676,4.5
13,1406,2.5
13,2770,3.5
13,141,4.5
13,585,3.5
13,120,4.5
13,640,4.0
13,12,4.5
13,38,4.0
13,191903,4.5
13,2503,3.5
13,155,4.5
13,13223,4.5
13,19913,4.0
13,10193,4.0
13,12444,4.5
13,12445,4.5
13,49529,3.0
14,408,1.0
14,1891,4.0
14,597,3.0
14,19378,3.0
14,9487,2.0
14,9837,3.0
14,1893,3.0
14,817,2.0
14,620,3.0
14,332,2.0
14,4806,3.0
14,10390,2.0
14,863,4.0
14,10137,2.0
14,926,5.0
14,2067,3.0
14,955,3.0
14,7443,4.0
14,8452,3.0
14,8871,4.0
15,862,2.0
15,8844,2.0
15,11862,4.5
15,949,4.0
15,710,3.0
15,9087,2.5
15,10858,2.5
15,524,3.5
15,4584,3.0
15,9273,1.0
15,8012,4.5
15,1710,2.5
15,451,3.0
15,63,4.0
15,9598,3.0
15,687,1.0
15,9603,2.5
15,9312,3.0
15,807,5.0
15,629,5.0
15,11448,2.5
15,2054,2.0
15,755,0.5
15,880,5.0
15,9283,3.0
15,9208,1.5
15,13685,4.0
15,9614,1.0
15,10874,2.0
15,197,3.0
15,103,5.0
15,33542,2.5
15,11104,4.0
15,2074,3.5
15,9737,3.5
15,30157,5.0
15,568,3.0
15,414,1.0
15,1775,2.0
15,10329,0.5
15,8963,3.0
15,26564,4.0
15,8068,2.0
15,8512,4.0
15,1572,3.0
15,10428,2.5
15,9886,1.0
15,9344,4.0
15,9071,4.0
15,2293,3.0
15,1642,2.0
15,10802,1.0
15,9348,2.0
15,281,1.5
15,9804,1.5
15,19155,2.0
15,76,4.5
15,11017,1.0
15,2292,4.0
15,8984,1.0
15,11929,1.0
15,8467,3.5
15,10451,4.0
15,20156,4.0
15,522,4.0
15,10525,3.5
15,14275,5.0
15,1024,2.0
15,11777,2.0
15,628,2.0
15,11,5.0
15,18183,1.0
15,241,2.0
15,6950,1.0
15,101,5.0
15,680,5.0
15,11450,4.0
15,110,5.0
15,108,4.0
15,109,4.0
15,2164,3.0
15,11395,1.0
15,278,2.0
15,20306,2.5
15,193,1.5
15,36141,2.0
15,2064,2.5
15,236,3.0
15,3049,2.0
15,9331,3.0
15,9495,3.0
15,888,0.5
15,13,1.0
15,712,3.5
15,8587,4.0
15,854,2.0
15,36593,3.5
15,12280,2.0
15,2788,3.0
15,10427,3.5
15,1637,4.0
15,36955,4.0
15,10395,3.5
15,26391,1.0
15,6075,4.0
15,9350,3.0
15,9612,1.0
15,11566,2.5
15,9571,4.0
15,9739,1.0
15,37233,3.0
15,5503,5.0
15,9255,2.5
15,11934,3.0
15,9386,3.0
15,329,3.0
15,10909,3.0
15,34024,1.0
15,9593,0.5
15,2320,4.0
15,788,3.0
15,9800,1.5
15,713,2.0
15,8005,3.5
15,14534,2.5
15,424,4.0
15,695,3.0
15,858,2.0
15,867,1.5
15,78,5.0
15,10442,3.0
15,20967,5.0
15,9479,2.0
15,319,4.0
15,26408,3.5
15,11446,3.0
15,17600,3.0
15,771,2.0
15,251,1.0
15,812,0.5
15,280,4.0
15,581,3.0
15,268,4.0
15,274,5.0
15,408,2.5
15,114,2.5
15,275,5.0
15,11827,3.0
15,1592,2.5
15,10684,1.5
15,954,4.0
15,18414,2.0
15,11902,3.0
15,8069,3.0
15,8072,2.0
15,8866,3.0
15,,3.0
15,9100,2.0
15,9802,3.5
15,664,1.0
15,532,3.0
15,10547,2.5
15,935,4.0
15,9879,2.0
15,627,4.0
15,602,2.5
15,9894,2.5
15,11543,3.0
15,9268,0.5
15,9327,1.5
15,10779,3.0
15,26748,5.0
15,9294,1.0
15,49963,4.5
15,11363,3.5
15,3595,1.0
15,12123,2.0
15,549,4.0
15,238,5.0
15,9303,4.0
15,872,5.0
15,426,5.0
15,567,5.0
15,213,5.0
15,284,4.0
15,239,2.5
15,4808,4.0
15,289,5.0
15,963,4.0
15,11113,1.5
15,804,1.0
15,630,3.0
15,770,3.5
15,599,1.0
15,15,5.0
15,62,5.0
15,705,3.0
15,4174,1.0
15,1585,3.0
15,18203,4.0
15,864,2.0
15,15121,2.0
15,562,4.0
15,11159,5.0
15,11412,2.5
15,454,1.5
15,10218,4.0
15,252,3.0
15,623,4.0
15,475,3.0
15,88,2.0
15,500,4.0
15,402,2.5
15,10537,2.0
15,11386,4.0
15,9504,4.0
15,601,4.0
15,2119,2.5
15,744,3.0
15,1630,1.0
15,2756,4.0
15,4480,2.5
15,762,2.5
15,10548,3.5
15,531,3.0
15,10608,4.0
15,7452,3.0
15,1600,4.0
15,975,3.0
15,18129,4.0
15,409,2.0
15,1412,4.5
15,14285,3.5
15,510,5.0
15,1891,5.0
15,2493,1.0
15,85,4.0
15,68,1.0
15,679,4.0
15,429,3.5
15,389,4.0
15,947,2.0
15,185,5.0
15,595,3.0
15,28,5.0
15,335,4.5
15,1892,5.0
15,144,1.5
15,1092,3.0
15,769,3.0
15,348,4.0
15,766,1.5
15,11645,2.0
15,10835,4.0
15,539,3.0
15,525,1.0
15,240,5.0
15,600,4.0
15,530,4.0
15,279,4.0
15,1578,4.0
15,703,3.0
15,9549,4.0
15,387,3.0
15,9277,4.0
15,343,3.5
15,218,3.0
15,18971,2.0
15,696,5.0
15,207,1.0
15,37247,5.0
15,1480,3.0
15,9322,3.0
15,826,4.0
15,422,3.0
15,829,5.0
15,3090,3.5
15,694,4.0
15,235,3.0
15,832,3.0
15,5925,1.5
15,11778,4.0
15,4485,3.0
15,137,4.0
15,33,4.0
15,982,5.0
15,105,5.0
15,11202,3.5
15,903,2.5
15,10404,3.0
15,914,1.0
15,288,3.0
15,910,3.0
15,665,2.0
15,11031,4.0
15,11314,4.0
15,15143,3.0
15,89,4.0
15,783,4.0
15,14370,4.0
15,2323,3.0
15,983,2.0
15,642,3.0
15,639,5.0
15,8077,3.0
15,571,2.0
15,8851,2.0
15,6114,2.0
15,9529,2.0
15,199,2.0
15,12498,1.0
15,17204,3.5
15,1573,3.0
15,364,3.0
15,621,2.5
15,8845,3.0
15,578,4.0
15,75,0.5
15,9390,3.5
15,378,4.0
15,2322,4.0
15,3179,3.0
15,4232,5.0
15,16448,4.0
15,638,4.0
15,9366,4.0
15,9403,3.0
15,10003,1.5
15,884,3.0
15,49806,3.0
15,1624,3.0
15,9434,3.0
15,21626,1.5
15,13982,1.0
15,9611,2.0
15,816,3.0
15,18,1.0
15,1811,3.0
15,330,1.0
15,16375,4.0
15,1701,1.5
15,1639,2.5
15,415,1.5
15,8874,3.5
15,754,4.0
15,607,4.0
15,686,4.0
15,2142,2.0
15,8834,2.0
15,9772,1.0
15,1669,3.0
15,9433,3.0
15,6623,3.0
15,2118,5.0
15,2649,4.0
15,68924,4.0
15,2255,4.0
15,3597,1.5
15,1813,3.0
15,25099,2.0
15,782,3.0
15,10890,3.0
15,4995,3.0
15,563,4.0
15,10215,3.0
15,37165,2.0
15,9414,4.5
15,8078,1.0
15,2895,3.0
15,489,4.0
15,4233,4.0
15,10217,4.0
15,597,1.5
15,714,3.5
15,184,1.0
15,115,3.5
15,9410,0.5
15,586,3.5
15,2666,4.0
15,11258,3.5
15,9490,1.0
15,9411,3.5
15,11003,2.0
15,10153,1.0
15,2898,3.0
15,11808,3.0
15,617,3.0
15,37272,1.5
15,9440,2.5
15,32456,2.5
15,1774,4.0
15,2157,2.0
15,29193,3.5
15,16980,2.0
15,16148,4.0
15,30020,5.0
15,17139,4.0
15,10216,2.0
15,8656,2.0
15,929,1.5
15,9452,4.0
15,26610,3.0
15,15037,2.5
15,37636,1.5
15,37410,3.5
15,846,2.0
15,1389,5.0
15,20862,3.5
15,95,2.0
15,473,4.0
15,544,4.5
15,654,4.0
15,10633,3.0
15,3116,3.0
15,1051,3.0
15,1366,3.0
15,12102,4.5
15,16619,4.0
15,380,3.5
15,403,3.0
15,466,3.0
15,2108,4.0
15,609,2.5
15,9552,5.0
15,941,3.0
15,927,3.0
15,9340,4.0
15,9342,4.0
15,19,3.0
15,165,3.0
15,196,1.0
15,3170,2.0
15,346,4.5
15,859,2.5
15,9769,2.0
15,857,3.0
15,19379,2.0
15,9354,2.0
15,9631,2.5
15,14013,2.0
15,1779,4.5
15,793,3.0
15,2619,2.0
15,97,4.0
15,2107,4.5
15,87,4.0
15,2907,2.0
15,8688,1.0
15,14367,3.5
15,11814,3.5
15,11639,3.0
15,11522,2.0
15,8393,3.0
15,805,3.0
15,34584,3.0
15,36647,3.0
15,4011,4.0
15,845,3.0
15,117,4.0
15,10220,3.0
15,431,4.0
15,12626,4.5
15,2028,3.5
15,881,1.0
15,4478,2.5
15,2109,2.5
15,8195,2.5
15,11855,0.5
15,1091,3.0
15,10403,4.0
15,162,3.0
15,8916,2.0
15,10377,3.5
15,3121,3.0
15,4437,2.0
15,1955,3.5
15,10683,4.5
15,2657,3.5
15,637,2.0
15,73,1.0
15,3033,3.0
15,9882,3.0
15,4518,2.0
15,297,2.0
15,19426,1.0
15,9798,0.5
15,9487,2.0
15,666,3.0
15,309,2.0
15,244,3.0
15,8130,1.0
15,9749,3.5
15,9336,3.0
15,10029,3.5
15,10223,3.0
15,11545,5.0
15,1934,2.0
15,10303,3.0
15,9326,3.5
15,10328,3.0
15,15196,4.5
15,9489,1.5
15,8741,3.0
15,9276,1.0
15,31662,2.0
15,14709,2.5
15,9426,3.5
15,192,1.0
15,8388,4.0
15,2112,1.0
15,13466,3.0
15,1542,5.0
15,8224,0.5
15,10803,2.0
15,9535,2.5
15,796,1.0
15,100,1.0
15,10212,3.0
15,16379,0.5
15,603,5.0
15,4951,5.0
15,8970,1.0
15,9840,3.0
15,11660,2.5
15,9430,3.0
15,11355,1.0
15,1414,1.0
15,1902,4.0
15,12596,1.5
15,9451,3.0
15,1946,3.0
15,1844,1.0
15,564,1.0
15,17962,3.0
15,1893,2.5
15,1924,4.0
15,3035,3.0
15,36685,2.0
15,509,4.0
15,41730,1.0
15,817,1.0
15,14283,3.0
15,104,3.0
15,6488,3.0
15,9473,3.0
15,8487,1.0
15,10279,1.5
15,2105,3.0
15,1073,3.0
15,10208,1.0
15,2667,1.0
15,345,4.0
15,9825,1.0
15,620,4.0
15,2978,3.5
15,10490,1.5
15,8914,2.0
15,9824,1.0
15,247,2.5
15,802,3.0
15,16406,1.0
15,10386,2.0
15,745,1.0
15,913,1.0
15,19457,2.0
15,11353,4.0
15,813,4.0
15,11153,3.5
15,2280,4.0
15,9944,1.5
15,11963,3.0
15,10307,1.0
15,11601,2.0
15,14,4.0
15,10669,4.0
15,10398,1.0
15,6415,4.0
15,11712,4.0
15,226,1.0
15,10388,4.0
15,9346,1.5
15,861,4.0
15,9377,4.0
15,8416,4.0
15,658,5.0
15,646,4.0
15,8052,1.0
15,550,5.0
15,11562,4.0
15,8649,2.0
15,15247,4.0
15,5548,3.0
15,856,4.0
15,709,3.5
15,660,4.0
15,492,5.0
15,128,4.0
15,2020,1.0
15,9481,1.0
15,9008,5.0
15,14242,2.5
15,16129,2.0
15,11489,4.0
15,476,3.0
15,37094,3.0
15,11878,4.0
15,957,4.0
15,1621,4.0
15,11498,3.0
15,1832,3.0
15,11663,4.0
15,20565,3.0
15,2668,1.0
15,36643,3.0
15,99,5.0
15,5156,3.0
15,10998,4.0
15,9013,4.0
15,2924,3.0
15,177,4.0
15,9946,2.0
15,863,1.0
15,54933,4.0
15,9684,3.5
15,777,1.0
15,10402,1.5
15,497,1.0
15,1715,1.0
15,42739,3.0
15,25188,3.0
15,10137,1.0
15,334,3.0
15,624,2.5
15,9563,2.5
15,1850,1.0
15,926,4.0
15,1213,2.0
15,12524,1.0
15,28216,2.0
15,10219,2.0
15,13342,5.0
15,2990,2.0
15,10472,1.0
15,1883,4.0
15,7305,2.0
15,8872,3.0
15,11287,2.0
15,9869,2.0
15,11068,4.0
15,1923,1.0
15,11782,4.0
15,10086,5.0
15,9367,3.0
15,12143,2.0
15,4234,1.0
15,8374,0.5
15,1907,2.0
15,15489,3.0
15,14181,4.0
15,2787,5.0
15,2069,4.0
15,901,3.0
15,2155,1.5
